shipment_id,order_line_key,shipment_date,Customer_Key,Plant_Key,Material_Key,Delivery_Qty,Ship_Method,Carrier,Tracking_Number
33772,34687,2026-12-02,27317,21,3593,149,Parcel,FedEx,TRK9810166709
33773,34687,2026-12-04,27317,21,3593,409,Parcel,FedEx,TRK9398581096
33774,34688,2026-02-06,5156,25,1190,113,Air,DHL,TRK5771573468
33775,34689,2025-12-12,42999,18,6898,249,FTL,XPO,TRK9288559135
33776,34690,2025-01-28,8058,27,5209,41,Parcel,Maersk,TRK1831210386
33777,34691,2026-08-01,4457,31,7841,178,LTL,Maersk,TRK5118651211
33778,34691,2026-08-03,4457,31,7841,499,Air,XPO,TRK5613896226
33779,34693,2025-02-26,48391,20,4233,496,Air,DHL,TRK7065102023
33780,34694,2026-06-07,37911,28,2344,409,LTL,XPO,TRK2881376156
33781,34695,2026-03-03,4087,30,451,244,Air,UPS,TRK4166286240
33782,34696,2025-06-08,26918,28,3417,646,Air,XPO,TRK3794225382
33783,34697,2025-06-22,1550,23,1129,64,Air,FedEx,TRK2593669106
33784,34698,2025-06-28,4714,2,8871,317,Parcel,UPS,TRK6537847279
33785,34699,2025-11-12,48971,9,1741,597,LTL,UPS,TRK8238419623
33786,34700,2025-03-15,736,17,9287,79,FTL,FedEx,TRK7209516373
33787,34701,2025-02-14,13582,29,4288,482,FTL,FedEx,TRK8689956550
33788,34702,2026-07-09,5623,23,5458,659,FTL,DHL,TRK7835269371
33789,34703,2026-02-18,32827,6,5339,413,Air,DHL,TRK7458615756
33790,34704,2024-11-17,3765,20,5718,86,Parcel,FedEx,TRK8125376473
33791,34705,2024-11-19,104,30,5038,118,Air,FedEx,TRK4407992168
33792,34706,2025-06-29,3464,31,849,388,FTL,Maersk,TRK5985976830
33793,34708,2025-05-10,32017,5,8847,600,LTL,FedEx,TRK2217166474
33794,34709,2026-09-26,16960,2,5767,82,FTL,FedEx,TRK4024404954
33795,34709,2026-09-28,16960,2,5767,121,Parcel,FedEx,TRK9467676378
33796,34710,2026-10-31,5883,13,5835,456,LTL,DB Schenker,TRK9730443933
33797,34712,2024-09-19,18140,11,2271,43,LTL,DB Schenker,TRK9368544447
33798,34713,2026-07-19,4560,28,8556,4,Parcel,DB Schenker,TRK1105891174
33799,34714,2025-02-01,4484,24,726,86,Air,DHL,TRK2384252770
33800,34714,2025-02-03,4484,24,726,127,Parcel,FedEx,TRK4990626737
33801,34715,2026-05-19,3902,9,1015,595,FTL,DB Schenker,TRK3995717948
33802,34716,2024-12-29,2311,3,7200,262,FTL,Maersk,TRK5924907975
33803,34716,2024-12-31,2311,3,7200,183,LTL,DHL,TRK3873490942
33804,34717,2024-10-25,3601,23,1157,597,Parcel,DB Schenker,TRK2123482084
33805,34718,2025-07-05,14507,30,5584,30,FTL,DHL,TRK5902548922
33806,34718,2025-07-07,14507,30,5584,464,Air,UPS,TRK5808503522
33807,34719,2025-06-20,46589,19,87,349,Parcel,XPO,TRK1111018731
33808,34720,2026-12-16,1356,21,1932,75,FTL,XPO,TRK7964424135
33809,34721,2025-02-27,4345,24,9866,197,Air,DHL,TRK8843401005
33810,34723,2026-07-26,5322,11,74,315,FTL,DB Schenker,TRK1255283333
33811,34724,2026-10-08,34854,5,6995,232,LTL,DHL,TRK3054746240
33812,34725,2026-08-04,5934,22,3093,128,Parcel,FedEx,TRK5174371359
33813,34726,2024-11-24,4651,21,5208,183,LTL,DHL,TRK6551441159
33814,34726,2024-11-26,4651,21,5208,150,Air,Maersk,TRK1586113802
33815,34727,2024-09-26,37422,5,5477,168,FTL,UPS,TRK2910764696
33816,34728,2026-02-17,911,25,1663,334,FTL,DHL,TRK3032234281
33817,34729,2024-09-25,31115,35,446,365,Air,UPS,TRK1911477317
33818,34732,2026-08-31,6974,19,7755,657,LTL,DB Schenker,TRK5052031938
33819,34734,2025-05-03,19044,6,9273,457,Air,DB Schenker,TRK8667338271
33820,34735,2026-02-08,3057,3,6523,619,Air,UPS,TRK3874282697
33821,34736,2025-09-27,16917,24,9351,320,Air,Maersk,TRK3519408587
33822,34737,2024-09-23,29921,33,608,199,Parcel,Maersk,TRK1128145009
33823,34738,2025-09-20,1098,21,126,488,LTL,UPS,TRK7765542764
33824,34739,2024-12-18,870,25,6638,582,LTL,UPS,TRK1700585184
33825,34740,2026-01-30,8745,9,2758,34,Parcel,DB Schenker,TRK9711602654
33826,34741,2025-06-22,6018,22,9438,368,LTL,DB Schenker,TRK5715543067
33827,34742,2025-01-14,11508,22,7065,19,Parcel,DHL,TRK9817826192
33828,34743,2025-12-19,2353,33,2717,21,LTL,DHL,TRK7359800270
33829,34743,2025-12-21,2353,33,2717,124,LTL,XPO,TRK1525622145
33830,34744,2025-08-21,6920,30,6882,204,FTL,UPS,TRK4252013705
33831,34745,2024-12-25,45688,8,5809,102,FTL,XPO,TRK8436908530
33832,34745,2024-12-27,45688,8,5809,134,FTL,FedEx,TRK8705702338
33833,34746,2024-12-25,18771,9,7415,248,LTL,DB Schenker,TRK9313629592
33834,34747,2025-03-12,11521,19,6027,236,LTL,Maersk,TRK7247681133
33835,34747,2025-03-14,11521,19,6027,289,Air,Maersk,TRK4261583653
33836,34748,2025-06-14,441,33,6654,505,LTL,DHL,TRK2424310606
33837,34749,2026-01-17,8984,2,3363,45,Parcel,UPS,TRK5000317915
33838,34750,2026-04-01,700,3,4393,267,FTL,DHL,TRK8079477636
33839,34751,2025-01-02,9518,6,7953,230,FTL,XPO,TRK8649152914
33840,34751,2025-01-04,9518,6,7953,194,LTL,XPO,TRK9830793808
33841,34752,2025-08-20,6791,14,612,189,LTL,DHL,TRK5665195381
33842,34756,2026-04-10,923,20,2370,52,FTL,FedEx,TRK5998021558
33843,34757,2026-09-07,44438,16,3377,86,LTL,DB Schenker,TRK9650404859
33844,34757,2026-09-09,44438,16,3377,153,Air,Maersk,TRK2672837159
33845,34760,2026-11-04,9197,27,7532,360,Parcel,XPO,TRK7503499447
33846,34761,2026-12-12,30207,2,6895,319,LTL,XPO,TRK9028451318
33847,34766,2026-08-08,49944,15,7404,442,Parcel,FedEx,TRK5418377089
33848,34767,2024-10-02,728,31,4043,133,Parcel,DB Schenker,TRK1257691322
33849,34768,2024-12-07,40432,33,2917,402,FTL,UPS,TRK3543650923
33850,34769,2025-01-21,38442,5,2648,450,FTL,XPO,TRK5558388506
33851,34769,2025-01-23,38442,5,2648,202,Air,UPS,TRK8788850969
33852,34770,2025-12-01,18687,26,5086,2,Parcel,DB Schenker,TRK7866797790
33853,34770,2025-12-03,18687,26,5086,13,Air,UPS,TRK2062000012
33854,34771,2024-10-25,135,11,7465,310,Parcel,DHL,TRK4976882786
33855,34772,2027-01-11,19030,7,4040,230,Parcel,FedEx,TRK5357935507
33856,34773,2025-09-06,15824,35,8423,557,LTL,DHL,TRK7354246862
33857,34774,2026-01-10,4823,35,8736,130,Parcel,FedEx,TRK1769832067
33858,34774,2026-01-12,4823,35,8736,458,FTL,Maersk,TRK2803767033
33859,34775,2027-01-16,2644,22,4756,346,LTL,FedEx,TRK6558093355
33860,34776,2025-04-09,92,2,1009,305,Parcel,FedEx,TRK4795647903
33861,34777,2026-04-04,4956,17,1414,166,Air,UPS,TRK4796702044
33862,34778,2026-09-02,7779,4,3594,82,FTL,XPO,TRK8146309461
33863,34778,2026-09-04,7779,4,3594,257,LTL,Maersk,TRK3987827589
33864,34779,2025-10-18,932,19,2830,334,Parcel,Maersk,TRK9355399560
33865,34780,2024-10-31,5526,35,5569,397,LTL,DB Schenker,TRK9274893480
33866,34781,2025-12-22,36794,21,989,160,LTL,Maersk,TRK4605473839
33867,34781,2025-12-24,36794,21,989,481,FTL,XPO,TRK5135875086
33868,34782,2026-09-07,6481,11,592,504,Parcel,XPO,TRK7486158272
33869,34783,2026-03-12,29218,7,1135,605,Parcel,UPS,TRK5975349486
33870,34784,2026-08-08,21998,33,7261,646,Parcel,XPO,TRK5812713743
33871,34785,2026-12-16,3615,30,2741,380,Parcel,Maersk,TRK7474670626
33872,34786,2025-12-11,2368,20,578,583,LTL,UPS,TRK3654895057
33873,34787,2025-08-31,10677,13,4142,106,Parcel,DHL,TRK9014195404
33874,34788,2024-10-22,555,9,9873,53,Parcel,UPS,TRK3950206144
33875,34789,2025-10-06,7140,34,2692,305,LTL,UPS,TRK2212129131
33876,34789,2025-10-08,7140,34,2692,190,Air,Maersk,TRK7264437561
33877,34790,2024-12-04,9751,13,7639,161,Air,XPO,TRK2795407878
33878,34792,2025-05-16,48898,11,2042,302,Parcel,DHL,TRK8781570667
33879,34793,2025-11-27,15732,4,5035,182,Air,Maersk,TRK9031302286
33880,34795,2026-06-29,732,17,4513,589,Air,Maersk,TRK6340949857
33881,34798,2026-04-18,4826,8,3490,48,Air,DHL,TRK4159250074
33882,34798,2026-04-20,4826,8,3490,45,LTL,DB Schenker,TRK5034102636
33883,34799,2025-10-20,14291,7,198,23,Air,DHL,TRK6257888624
33884,34799,2025-10-22,14291,7,198,175,FTL,XPO,TRK6556286923
33885,34800,2026-07-14,35153,25,7615,538,Air,FedEx,TRK9399189956
33886,34801,2026-02-07,3876,8,2190,473,Air,Maersk,TRK5735347860
33887,34802,2025-08-06,5874,35,8879,38,FTL,DB Schenker,TRK4945117565
33888,34803,2026-03-18,14202,3,9008,195,Parcel,XPO,TRK6301512995
33889,34804,2026-02-21,24414,32,9886,203,Parcel,XPO,TRK9070270960
33890,34804,2026-02-23,24414,32,9886,314,FTL,DHL,TRK5757738069
33891,34805,2026-05-25,3771,27,5155,470,Air,Maersk,TRK6210478940
33892,34806,2026-09-17,37752,12,4346,317,Air,FedEx,TRK2217685611
33893,34807,2026-09-04,5007,35,3312,578,Air,DB Schenker,TRK4139017503
33894,34809,2026-07-29,3043,11,9293,430,LTL,FedEx,TRK4018363017
33895,34812,2026-01-21,40746,13,1342,543,Parcel,Maersk,TRK2161847148
33896,34813,2025-08-11,8911,26,9272,201,LTL,DHL,TRK4438264206
33897,34814,2027-01-15,8907,12,56,427,LTL,XPO,TRK5111888070
33898,34816,2025-03-17,965,10,1707,369,LTL,XPO,TRK7122951475
33899,34817,2026-07-18,37064,18,2804,40,Air,Maersk,TRK8960575582
33900,34817,2026-07-20,37064,18,2804,433,FTL,XPO,TRK2941350956
33901,34818,2025-03-24,11532,7,7965,124,LTL,DHL,TRK4436022266
33902,34818,2025-03-26,11532,7,7965,70,FTL,UPS,TRK3465384379
33903,34819,2027-01-28,7018,19,9340,658,Air,UPS,TRK3958991989
33904,34821,2027-01-27,1130,22,4445,136,FTL,DB Schenker,TRK2930693243
33905,34822,2027-01-27,16803,33,9657,120,Parcel,DB Schenker,TRK9659695112
33906,34824,2025-01-09,9893,10,6434,159,Parcel,DHL,TRK6989469943
33907,34824,2025-01-11,9893,10,6434,473,Parcel,UPS,TRK7395014737
33908,34825,2024-11-24,30899,25,9569,178,LTL,FedEx,TRK1467455474
33909,34826,2025-04-16,22140,17,672,373,LTL,UPS,TRK4397906840
33910,34828,2026-07-14,2599,31,1816,337,LTL,UPS,TRK6543810831
33911,34828,2026-07-16,2599,31,1816,189,Parcel,FedEx,TRK3896182192
33912,34830,2026-11-26,20484,11,2692,51,Parcel,UPS,TRK3784706231
33913,34830,2026-11-28,20484,11,2692,47,Air,Maersk,TRK6589991524
33914,34831,2027-01-18,23605,17,510,464,LTL,Maersk,TRK5192260940
33915,34832,2025-06-29,8486,4,5707,633,LTL,DHL,TRK4564743920
33916,34834,2026-12-17,19051,31,3817,24,FTL,DHL,TRK6032330049
33917,34835,2026-09-01,10017,1,723,519,LTL,DB Schenker,TRK5919968044
33918,34836,2025-10-23,7004,18,2491,68,FTL,Maersk,TRK3609114363
33919,34836,2025-10-25,7004,18,2491,70,Parcel,XPO,TRK6878352192
33920,34837,2025-09-30,10678,19,9702,495,LTL,UPS,TRK8537790843
33921,34838,2025-06-18,8382,33,4927,468,Parcel,DHL,TRK5687185700
33922,34839,2026-03-01,30515,29,2032,505,FTL,Maersk,TRK7574405340
33923,34840,2027-01-31,2527,10,2297,82,LTL,UPS,TRK2167324163
33924,34841,2026-10-08,8905,5,1818,193,FTL,DHL,TRK7415101021
33925,34842,2024-10-16,9974,27,6288,428,Air,FedEx,TRK7177144886
33926,34843,2026-07-12,25884,16,3364,600,Parcel,UPS,TRK5694915812
33927,34844,2026-01-18,23972,2,8428,37,FTL,XPO,TRK7302834376
33928,34844,2026-01-20,23972,2,8428,299,Air,XPO,TRK2724218894
33929,34845,2026-10-15,36645,34,3244,620,Air,FedEx,TRK4570732113
33930,34846,2025-05-18,2466,24,5094,641,LTL,DB Schenker,TRK4045052413
33931,34848,2026-07-09,38900,34,53,433,Parcel,Maersk,TRK3544422341
33932,34849,2025-11-30,48052,14,6575,286,LTL,XPO,TRK8866441973
33933,34850,2025-06-22,44268,10,9943,445,Air,DB Schenker,TRK6785961273
33934,34850,2025-06-24,44268,10,9943,215,LTL,UPS,TRK3695872067
33935,34851,2026-05-13,38881,33,928,6,Parcel,UPS,TRK7921998037
33936,34852,2026-08-24,23487,24,740,603,Air,DB Schenker,TRK5778261989
33937,34853,2025-03-02,4419,16,4334,239,Parcel,FedEx,TRK6522978369
33938,34853,2025-03-04,4419,16,4334,226,Air,Maersk,TRK2305576182
33939,34854,2026-06-05,15670,11,9148,396,Parcel,DHL,TRK7232673698
33940,34856,2026-06-16,38531,35,2195,144,LTL,DHL,TRK9133169839
33941,34857,2026-08-01,43048,7,2249,184,Parcel,Maersk,TRK1164780516
33942,34858,2025-07-30,2193,10,926,4,LTL,DB Schenker,TRK7008060196
33943,34858,2025-08-01,2193,10,926,12,Parcel,Maersk,TRK7277717717
33944,34859,2026-10-17,38014,13,3380,83,Parcel,XPO,TRK2962863330
33945,34859,2026-10-19,38014,13,3380,626,Parcel,DB Schenker,TRK4039673326
33946,34860,2026-11-07,3914,31,9569,42,FTL,FedEx,TRK4850991539
33947,34860,2026-11-09,3914,31,9569,160,LTL,Maersk,TRK6310556949
33948,34862,2027-01-13,34383,15,9164,256,LTL,XPO,TRK1476134744
33949,34864,2024-09-08,43604,6,4826,32,Parcel,FedEx,TRK3848631991
33950,34864,2024-09-10,43604,6,4826,639,LTL,Maersk,TRK3408919898
33951,34865,2027-02-09,42494,12,9548,120,Air,XPO,TRK4002705199
33952,34865,2027-02-11,42494,12,9548,135,Parcel,DB Schenker,TRK4240600769
33953,34866,2025-12-21,4958,4,2463,395,Parcel,DHL,TRK5842905123
33954,34867,2025-08-27,300,24,2542,68,Parcel,DB Schenker,TRK7766099875
33955,34868,2026-04-25,42984,9,4870,436,LTL,UPS,TRK1921599174
33956,34869,2025-12-09,6733,30,1791,198,LTL,DHL,TRK3927550944
33957,34870,2025-10-10,43496,20,3651,217,Air,DHL,TRK1949321102
33958,34872,2026-05-06,48397,16,5299,345,FTL,FedEx,TRK7088728529
33959,34873,2026-12-28,7613,14,5045,449,FTL,DB Schenker,TRK9494832995
33960,34874,2024-08-27,1482,26,7540,515,Air,UPS,TRK9630537318
33961,34875,2026-06-09,36227,3,8818,454,FTL,UPS,TRK7626733346
33962,34876,2024-10-28,474,1,5557,475,Parcel,FedEx,TRK8307839155
33963,34877,2027-02-07,769,6,2027,192,Parcel,UPS,TRK9104502319
33964,34878,2026-10-06,36841,5,9427,144,Air,DB Schenker,TRK3943545786
33965,34878,2026-10-08,36841,5,9427,90,Parcel,Maersk,TRK3489345428
33966,34880,2026-12-10,3765,33,8507,466,Parcel,XPO,TRK6839878444
33967,34882,2025-12-14,2016,33,3394,249,LTL,DHL,TRK6469669897
33968,34883,2026-12-22,3813,33,9616,50,Air,XPO,TRK5608917284
33969,34884,2026-05-04,6488,22,5230,378,Air,DB Schenker,TRK8210596058
33970,34885,2025-01-21,9836,3,4078,242,Air,Maersk,TRK6985346634
33971,34886,2025-03-11,46939,1,5053,453,FTL,DB Schenker,TRK6177132007
33972,34887,2024-09-16,10392,1,9122,254,LTL,UPS,TRK2475341092
33973,34890,2025-01-05,2554,31,825,373,Parcel,DB Schenker,TRK4982050214
33974,34891,2025-08-18,1187,13,8849,597,LTL,DHL,TRK2468890755
33975,34892,2026-12-11,1730,34,4075,532,Air,Maersk,TRK8143550014
33976,34893,2025-02-04,8659,23,8246,222,FTL,FedEx,TRK4542851292
33977,34893,2025-02-06,8659,23,8246,351,FTL,DHL,TRK3469258400
33978,34894,2024-09-26,28005,22,8362,51,Parcel,DB Schenker,TRK9702494854
33979,34894,2024-09-28,28005,22,8362,288,Parcel,XPO,TRK2324522295
33980,34896,2025-04-23,48699,2,2147,447,LTL,DHL,TRK7278107235
33981,34897,2024-12-19,41390,15,8179,176,FTL,DB Schenker,TRK7454840742
33982,34897,2024-12-21,41390,15,8179,189,Parcel,FedEx,TRK7166740017
33983,34898,2026-02-06,23485,10,2354,191,FTL,Maersk,TRK5150476280
33984,34899,2025-06-23,12480,19,796,198,Air,Maersk,TRK8180433468
33985,34900,2025-06-26,1390,21,7110,11,LTL,DB Schenker,TRK1099591006
33986,34902,2024-09-28,29715,28,8980,384,FTL,UPS,TRK7329651857
33987,34903,2026-09-22,1163,30,3298,561,Parcel,DB Schenker,TRK4623343602
33988,34904,2026-10-17,20140,9,7621,165,Air,XPO,TRK3853174329
33989,34905,2025-12-23,2786,4,7149,667,Air,XPO,TRK3568210104
33990,34906,2026-02-16,46018,26,7628,210,LTL,DHL,TRK3789318021
33991,34906,2026-02-18,46018,26,7628,301,Air,FedEx,TRK3406723843
33992,34907,2025-09-25,37725,33,4036,165,Air,Maersk,TRK2817887385
33993,34907,2025-09-27,37725,33,4036,194,Air,XPO,TRK1328039408
33994,34908,2025-09-28,45287,23,6255,297,Parcel,DHL,TRK1506632879
33995,34908,2025-09-30,45287,23,6255,368,Air,DHL,TRK2857087130
33996,34909,2025-06-05,6810,24,4084,119,LTL,DB Schenker,TRK2547401787
33997,34910,2026-09-19,2954,31,7411,561,FTL,XPO,TRK9638134332
33998,34911,2025-02-07,2731,6,9842,484,LTL,XPO,TRK9448137100
33999,34912,2024-11-27,2202,1,5605,17,Air,UPS,TRK4183294039
34000,34912,2024-11-29,2202,1,5605,203,Parcel,DHL,TRK6586427883
34001,34913,2024-08-30,1104,8,8807,498,LTL,DHL,TRK5150569975
34002,34914,2026-12-12,49194,22,853,28,Parcel,Maersk,TRK2240936309
34003,34915,2025-10-25,19797,21,7898,273,FTL,DHL,TRK9615273127
34004,34917,2025-01-28,37140,11,6949,344,Parcel,FedEx,TRK9224677370
34005,34918,2026-11-13,37762,22,386,55,LTL,XPO,TRK2470175288
34006,34918,2026-11-15,37762,22,386,72,LTL,FedEx,TRK2244108596
34007,34920,2025-02-12,7822,5,5779,300,Air,Maersk,TRK2790398954
34008,34921,2025-04-14,9184,4,6175,470,Air,DB Schenker,TRK8388497914
34009,34922,2027-01-28,11732,5,9778,378,Air,DHL,TRK9821707630
34010,34923,2026-06-22,36423,23,2268,113,FTL,UPS,TRK6967593226
34011,34924,2024-09-01,37076,32,4211,446,Air,XPO,TRK6468354685
34012,34924,2024-09-03,37076,32,4211,243,FTL,FedEx,TRK6560874426
34013,34925,2026-03-28,29614,25,3912,290,LTL,DB Schenker,TRK6454868499
34014,34926,2025-09-24,47696,8,261,274,Parcel,DB Schenker,TRK7172652843
34015,34926,2025-09-26,47696,8,261,266,LTL,UPS,TRK5112873690
34016,34928,2026-11-07,267,17,704,27,FTL,FedEx,TRK8410201867
34017,34928,2026-11-09,267,17,704,125,LTL,UPS,TRK2839858677
34018,34930,2026-12-16,1743,16,2080,511,Air,Maersk,TRK1165373899
34019,34931,2026-04-10,2148,35,776,351,Air,XPO,TRK7315232116
34020,34932,2025-11-12,8765,13,3503,569,Parcel,FedEx,TRK1390225409
34021,34934,2025-02-20,15050,30,9832,679,Parcel,DB Schenker,TRK8453855335
34022,34935,2026-11-21,36319,24,9505,459,LTL,FedEx,TRK9202138759
34023,34936,2025-03-05,2561,21,526,526,FTL,DHL,TRK3393832261
34024,34937,2027-01-24,7783,28,2457,464,LTL,FedEx,TRK1716659309
34025,34938,2025-05-23,6904,33,6941,326,FTL,UPS,TRK4418616858
34026,34939,2027-01-29,39143,2,9118,187,Air,Maersk,TRK6182179233
34027,34940,2025-08-13,4509,24,2038,96,LTL,DHL,TRK5743960382
34028,34940,2025-08-15,4509,24,2038,123,LTL,DB Schenker,TRK6349355317
34029,34941,2024-10-14,22862,21,4298,18,FTL,FedEx,TRK3295220232
34030,34941,2024-10-16,22862,21,4298,108,FTL,UPS,TRK8582764312
34031,34942,2026-09-18,7438,14,5194,265,LTL,XPO,TRK7740977233
34032,34943,2026-04-08,33376,7,8189,435,LTL,Maersk,TRK3924818426
34033,34946,2025-08-17,4730,19,600,442,Parcel,UPS,TRK1451910792
34034,34948,2025-06-23,7748,34,4792,222,LTL,Maersk,TRK5270884031
34035,34948,2025-06-25,7748,34,4792,383,FTL,FedEx,TRK4931186315
34036,34949,2025-01-26,7377,33,2681,575,Parcel,FedEx,TRK9078483532
34037,34950,2025-01-16,5245,34,9534,296,FTL,DB Schenker,TRK3355112100
34038,34951,2025-05-08,8286,2,8886,68,Air,FedEx,TRK5686628869
34039,34952,2024-10-16,6616,27,2113,78,Air,Maersk,TRK1671404842
34040,34952,2024-10-18,6616,27,2113,196,LTL,FedEx,TRK7613934528
34041,34953,2025-08-22,4274,23,8978,625,Parcel,FedEx,TRK7397111949
34042,34954,2025-05-18,49774,1,5473,515,Air,DHL,TRK2836505815
34043,34955,2025-11-30,367,22,6446,67,Air,DB Schenker,TRK6869573942
34044,34956,2026-10-22,1321,14,5144,403,Air,XPO,TRK4584259645
34045,34958,2025-09-21,36152,31,3030,11,FTL,DHL,TRK3698064097
34046,34960,2025-06-13,3179,9,1424,520,Air,Maersk,TRK3620285725
34047,34961,2025-04-25,23013,33,994,70,Air,Maersk,TRK4784909210
34048,34961,2025-04-27,23013,33,994,134,Parcel,DB Schenker,TRK7528778208
34049,34962,2025-12-22,4466,30,9598,128,LTL,XPO,TRK4825081022
34050,34964,2024-09-10,267,15,8105,424,FTL,DB Schenker,TRK7657871023
34051,34965,2026-06-09,1460,3,5891,311,Parcel,FedEx,TRK6987488435
34052,34967,2026-10-13,4928,35,8063,196,Parcel,XPO,TRK7606325708
34053,34967,2026-10-15,4928,35,8063,404,Parcel,Maersk,TRK1895436349
34054,34968,2026-04-03,19311,21,8723,228,LTL,DB Schenker,TRK9176729969
34055,34968,2026-04-05,19311,21,8723,364,Parcel,DB Schenker,TRK8939477083
34056,34969,2024-11-04,120,17,5088,24,FTL,DHL,TRK2257768303
34057,34969,2024-11-06,120,17,5088,216,Parcel,DHL,TRK7623110586
34058,34970,2024-09-21,5036,33,5547,445,LTL,XPO,TRK6087315070
34059,34971,2026-06-04,19017,33,7648,600,Parcel,XPO,TRK8355634393
34060,34972,2026-01-28,42850,8,466,486,Air,FedEx,TRK2999175576
34061,34973,2025-08-12,9195,23,6818,428,Air,XPO,TRK7216735076
34062,34974,2025-01-15,8870,34,6779,437,LTL,DHL,TRK3941150916
34063,34975,2026-02-07,1798,21,7993,595,Parcel,UPS,TRK6921225416
34064,34977,2027-01-06,4145,13,5045,533,Parcel,UPS,TRK3809971398
34065,34979,2026-03-25,28562,7,5229,144,Parcel,DB Schenker,TRK1899853182
34066,34981,2025-02-23,31152,3,7722,487,LTL,UPS,TRK7409606984
34067,34982,2026-04-02,1912,6,5186,17,Air,DB Schenker,TRK1179521438
34068,34986,2025-08-22,45885,7,712,118,Parcel,XPO,TRK5929231548
34069,34986,2025-08-24,45885,7,712,505,LTL,UPS,TRK2599380968
34070,34987,2026-04-16,1151,14,7381,543,FTL,DB Schenker,TRK9356864508
34071,34988,2027-01-20,49354,26,2209,145,LTL,FedEx,TRK9064495523
34072,34989,2027-01-01,1650,34,9196,300,FTL,UPS,TRK9712833064
34073,34990,2024-12-25,1896,18,2274,127,Air,FedEx,TRK3518184988
34074,34990,2024-12-27,1896,18,2274,433,Air,DB Schenker,TRK1498180971
34075,34991,2025-09-20,4297,21,9387,170,LTL,UPS,TRK9597606188
34076,34993,2026-05-13,2854,13,5900,430,LTL,FedEx,TRK4224558618
34077,34994,2026-06-04,19653,1,800,388,LTL,DB Schenker,TRK4427711964
34078,34995,2026-06-09,4058,28,1750,427,Air,XPO,TRK1459108304
34079,34997,2025-07-27,30640,26,3608,280,Parcel,FedEx,TRK2715991378
34080,34998,2025-02-16,7214,19,4730,370,Air,XPO,TRK4225068458
34081,34999,2025-02-28,4441,14,3467,357,Parcel,Maersk,TRK6620852745
34082,35000,2025-03-10,25199,27,9255,96,FTL,XPO,TRK6385276210
34083,35002,2024-10-11,516,33,5902,418,Air,UPS,TRK2394393645
34084,35005,2025-02-06,6558,8,6422,21,FTL,Maersk,TRK6484198895
34085,35005,2025-02-08,6558,8,6422,498,Parcel,XPO,TRK5268398325
34086,35007,2026-01-07,30961,15,6753,278,Parcel,Maersk,TRK1388237292
34087,35008,2026-02-02,18213,12,5915,553,Parcel,UPS,TRK2961220644
34088,35009,2026-02-24,7871,7,4303,250,Parcel,FedEx,TRK8853689559
34089,35009,2026-02-26,7871,7,4303,249,FTL,UPS,TRK3092847071
34090,35010,2025-09-18,1432,19,2950,337,Parcel,XPO,TRK6480427286
34091,35011,2025-10-28,10334,21,7164,108,FTL,DHL,TRK2279024846
34092,35012,2025-11-28,7179,18,9647,165,Air,UPS,TRK1577927966
34093,35013,2024-12-06,19201,9,1557,515,LTL,XPO,TRK4726414974
34094,35015,2025-11-10,284,25,2934,162,LTL,UPS,TRK9652763356
34095,35015,2025-11-12,284,25,2934,258,Air,DB Schenker,TRK1454243884
34096,35016,2027-01-13,40872,2,2261,316,Air,FedEx,TRK8818362697
34097,35017,2024-09-05,15584,24,9105,533,Air,Maersk,TRK9993136434
34098,35019,2026-03-30,42510,30,4382,419,FTL,UPS,TRK2677695023
34099,35020,2025-11-11,6292,16,8450,392,FTL,FedEx,TRK4222419962
34100,35021,2026-02-11,30751,34,3250,16,FTL,DHL,TRK6656713314
34101,35021,2026-02-13,30751,34,3250,619,FTL,DHL,TRK4372765667
34102,35022,2026-01-30,34084,34,300,536,Parcel,DHL,TRK2345181071
34103,35023,2026-06-22,9240,32,5918,362,Air,FedEx,TRK6326829797
34104,35026,2026-03-18,3734,8,6959,141,Air,XPO,TRK5627930494
34105,35026,2026-03-20,3734,8,6959,117,LTL,Maersk,TRK9167926675
34106,35027,2025-02-12,21517,33,8696,478,Parcel,DB Schenker,TRK9563466960
34107,35028,2026-11-26,9918,7,5924,8,Parcel,UPS,TRK8050502073
34108,35029,2024-09-16,11436,15,3608,7,FTL,UPS,TRK2887335816
34109,35029,2024-09-18,11436,15,3608,191,LTL,FedEx,TRK4880320897
34110,35030,2024-09-27,6880,2,4950,622,FTL,XPO,TRK4613397950
34111,35031,2027-01-08,37081,28,7574,357,FTL,FedEx,TRK9193629317
34112,35032,2024-10-12,1416,22,5678,182,Air,DB Schenker,TRK5287159411
34113,35032,2024-10-14,1416,22,5678,156,LTL,DB Schenker,TRK8852302382
34114,35033,2026-12-26,42870,19,253,408,FTL,FedEx,TRK4368797278
34115,35034,2024-10-09,7126,32,7513,434,FTL,FedEx,TRK3977087261
34116,35036,2026-02-11,262,3,6844,617,Air,Maersk,TRK2997431966
34117,35037,2025-05-24,37725,19,2345,41,FTL,Maersk,TRK6871994231
34118,35039,2025-02-06,3248,14,3649,291,Air,XPO,TRK3100199323
34119,35040,2025-05-26,5488,26,3762,374,Air,XPO,TRK3860846047
34120,35041,2025-01-01,6525,31,4800,172,Parcel,FedEx,TRK7174640511
34121,35042,2025-05-06,8555,3,689,443,Air,UPS,TRK4939563816
34122,35043,2026-07-08,31551,24,1131,61,LTL,UPS,TRK5594173422
